Location,Last location,Next location,FullEmpty,With customer,ContainerType,ContainerSize,Owner,count
IS AKU,,,Full,False,42P3,40.0,CARRIER,1
IS AKU,,,Full,False,45G1,40.0,CARRIER,1
IS AKU,,,Full,False,45G1,40.0,ONEWAY,1
IS AKU,,,Full,False,45P3,40.0,CARRIER,1
IS AKU,,,Full,False,45R1,40.0,CARRIER,1
IS AKU,,,Full,False,4EG1,40.0,CARRIER,1
IS AKU,,,Full,False,LNRB,45.0,CARRIER,1
IS AKU,,,Full,True,22G1,20.0,ONEWAY,1
IS AKU,,,Full,True,42G1,40.0,ONEWAY,1
IS AKU,,,Full,True,45G1,40.0,CARRIER,1
IS AKU,,,Full,True,45G1,40.0,ONEWAY,1
IS AKU,,,Full,True,4EG1,40.0,CARRIER,1
IS BIL,,,Empty,False,45R1,40.0,CARRIER,1
IS BIL,,,Empty,False,LNRB,45.0,CARRIER,1
IS GRT,,,Empty,False,22G1,20.0,CARRIER,52
IS GRT,,,Empty,False,22G1,20.0,ONEWAY,1
IS GRT,,,Empty,False,22GB,20.0,CARRIER,3
IS GRT,,,Empty,False,42G1,40.0,ONEWAY,1
IS GRT,,,Empty,False,42P3,40.0,CARRIER,7
IS GRT,,,Empty,False,45G1,40.0,ONEWAY,1
IS GRT,,,Empty,False,45P3,40.0,CARRIER,7
IS GRT,,,Empty,False,45R1,40.0,CARRIER,1
IS GRT,,,Full,False,22G1,20.0,CARRIER,26
IS GRT,,,Full,False,22G1,20.0,ONEWAY,1
IS GRT,,,Full,False,22GB,20.0,CARRIER,1
IS GRT,,,Full,False,22U1,20.0,CARRIER,1
IS GRT,,,Full,False,42P3,40.0,CARRIER,2
IS GRT,,,Full,False,45P3,40.0,CARRIER,10
IS GRT,,,Full,True,22G1,20.0,CARRIER,23
IS GRT,,,Full,True,22G1,20.0,ONEWAY,1
IS GRT,,,Full,True,22GB,20.0,CARRIER,2
IS GRT,,,Full,True,42P3,40.0,CARRIER,1
IS GRT,,,Full,True,45G1,40.0,CARRIER,2
IS GRT,,,Full,True,45G1,40.0,ONEWAY,1
IS GRT,,,Full,True,45P3,40.0,CARRIER,1
IS GRT,,,Full,True,45R1,40.0,CARRIER,1
IS GRT,,,Full,True,45U1,40.0,CARRIER,1
IS HAF,,,Empty,False,22G1,20.0,CARRIER,1
IS HAF,,,Empty,False,42U1,40.0,CARRIER,1
IS HAF,,,Empty,False,45G1,40.0,CARRIER,1
IS HAF,,,Empty,False,45G1,40.0,SHIPPER,1
IS HAF,,,Empty,False,45R1,40.0,CARRIER,2
IS HAF,,,Empty,False,45R1,40.0,ONEWAY,1
IS HAF,,,Empty,False,45RB,40.0,CARRIER,1
IS HAF,,,Empty,True,45R1,40.0,ONEWAY,1
IS HAF,,,Empty,True,45RB,40.0,CARRIER,1
IS HUS,,,Empty,False,22G1,20.0,CARRIER,2
IS HUS,,,Empty,False,22GB,20.0,CARRIER,1
IS HUS,,,Empty,False,42P3,40.0,CARRIER,1
IS HUS,,,Empty,False,42P3,40.0,SHIPPER,1
IS HUS,,,Empty,False,45G1,40.0,CARRIER,3
IS HUS,,,Empty,False,45G1,40.0,ONEWAY,1
IS HUS,,,Empty,False,45R1,40.0,CARRIER,2
IS HUS,,,Empty,False,45RB,40.0,CARRIER,1
IS HUS,,,Empty,True,22G1,20.0,CARRIER,5
IS HUS,,,Empty,True,22GB,20.0,CARRIER,1
IS HUS,,,Empty,True,45G1,40.0,CARRIER,1
IS HUS,,,Empty,True,45G1,40.0,ONEWAY,1
IS HUS,,,Empty,True,45RB,40.0,CARRIER,1
IS HUS,,,Full,False,22G1,20.0,CARRIER,1
IS HUS,,,Full,False,45G1,40.0,CARRIER,1
IS HUS,,,Full,False,45P3,40.0,CARRIER,1
IS HUS,,,Full,True,22G1,20.0,CARRIER,1
IS HUS,,,Full,True,45G1,40.0,CARRIER,1
IS ISA,,,Empty,False,22G1,20.0,CARRIER,1
IS ISA,,,Empty,False,22G1,20.0,ONEWAY,1
IS ISA,,,Empty,False,22U1,20.0,CARRIER,1
IS ISA,,,Empty,False,22U1,20.0,SHIPPER,1
IS ISA,,,Empty,False,42P3,40.0,CARRIER,1
IS ISA,,,Empty,False,42U1,40.0,CARRIER,1
IS ISA,,,Empty,False,42U1,40.0,SHIPPER,1
IS ISA,,,Empty,False,45G1,40.0,CARRIER,1
IS ISA,,,Empty,False,45GB,40.0,SHIPPER,1
IS ISA,,,Empty,False,45R1,40.0,CARRIER,1
IS ISA,,,Empty,False,45RB,40.0,SHIPPER,1
IS ISA,,,Empty,False,45U1,40.0,CARRIER,1
IS ISA,,,Empty,False,45U1,40.0,SHIPPER,1
IS ISA,,,Empty,False,4EG1,40.0,CARRIER,1
IS ISA,,,Empty,False,LNRB,45.0,CARRIER,1
IS ISA,,,Empty,True,42U1,40.0,SHIPPER,1
IS ISA,,,Full,False,22U1,20.0,SHIPPER,1
IS ISA,,,Full,False,42U1,40.0,SHIPPER,1
IS ISA,,,Full,False,45R1,40.0,CARRIER,1
IS KEV,,,Empty,False,22G1,20.0,CARRIER,1
IS KEV,,,Empty,False,45G1,40.0,CARRIER,1
IS KEV,,,Empty,False,45R1,40.0,CARRIER,1
IS REY,,,Empty,False,22B0,20.0,CARRIER,1
IS REY,,,Empty,False,22G1,20.0,CARRIER,9
IS REY,,,Empty,False,22G1,20.0,ONEWAY,1
IS REY,,,Empty,False,22GB,20.0,CARRIER,2
IS REY,,,Empty,False,22GB,20.0,SHIPPER,1
IS REY,,,Empty,False,22H5,20.0,CARRIER,1
IS REY,,,Empty,False,22H5,20.0,ONEWAY,1
IS REY,,,Empty,False,22K0,20.0,CARRIER,1
IS REY,,,Empty,False,22K0,20.0,SHIPPER,1
IS REY,,,Empty,False,22K2,20.0,CARRIER,1
IS REY,,,Empty,False,22K2,20.0,SHIPPER,1
IS REY,,,Empty,False,22R1,20.0,CARRIER,1
IS REY,,,Empty,False,22U1,20.0,CARRIER,2
IS REY,,,Empty,False,25G1,20.0,CARRIER,1
IS REY,,,Empty,False,42G1,40.0,CARRIER,2
IS REY,,,Empty,False,42G1,40.0,ONEWAY,1
IS REY,,,Empty,False,42N7,40.0,CARRIER,1
IS REY,,,Empty,False,42P3,40.0,CARRIER,2
IS REY,,,Empty,False,42P3,40.0,SHIPPER,1
